Gene_ID,length,BA21_DS_F,BA22_WS_F,BA23_DS_M,BA24_WS_M,BA25_DS_F,BA26_WS_F,BA27_DS_M,BA28_WS_M,BA29_DS_F,BA30_WS_F,BA31_DS_M,BA32_WS_M
comp36369_c0,515,27,7,9,11,17,11,14,23,19,12,48,23
comp36370_c0,326,29,34,3,36,2.83,46,3,3.37,32,29,0,26
comp363704_c0,787,7,0,4,4,2,1,3,1,5,1,1,1
comp36371_c0,376,17,15,21,8,15,11,3,35,14,6,22,16
comp36372_c0,335,2,4,1,2,3,1,1,1,1,0,0,0
comp36373_c0,902,16,10,5,6,7,9,4,12,4,8,15,16
comp36374_c0,593.5,67,50,59,52,34,47.99,31,65,47,35,55.67,59
comp363741_c0,606,6,1,2,3,3,3,1,1,0,1,4,5
comp36375_c0,756,38,23,32,28,26.22,46,12,25,20,25,29,30
comp36376_c0,470,213.4,359,269,210,177.72,213.97,324.07,239.24,322.01,412.02,165.38,214.05
comp36377_c0,308,6,1,0,1,0,2,0,1,0,0,2,1
comp36378_c0,518,22,20,13.99,11,20,12.62,8,16,19.13,9,15,14
comp363793_c0,391,1,3,0,3,4,2,1,1,1,0,4,4
comp363796_c0,534,2,6,3,1,3,1,0,1,6,1,5,0
comp36380_c0,736.15,9,2,5,5,6,7,3,4,9,1,4,6
comp36381_c0,398.77,13,4,5,4,3,5,7,4.99,5,1.07,2,4
comp36382_c0,417,1,7,0,7,0,4,0,3,2,7,4,4
comp36383_c0,480,9,4,3,2,5,6,1,3,5,7,8,10
comp363837_c0,542,2,6,0,3,2,2,1,0,4,0,0,0
comp363839_c0,395,1,0,1,1,0,0,0,0,5,0,0,0
comp36384_c0,949,2,29,7,15,2,5,1,7,1,1,3,18
comp36385_c0,1329,28,43,36,41,12,63,17,20,28,74.07,25,42
comp36386_c0,516,0,0,3,4,3.01,1,4,4,2,0,1,1
comp363867_c0,448,1,1,3,1,0,0,1,0,2,0,2,0
comp36387_c0,579,15,12,5,1,9,4,0,11,7,11,7,3
comp36388_c0,379,1,9,4,1,2,4,2,3,0,4,3,4
comp363881_c0,359,3,1,0,1,2,0,0,0,1,4,0,0
comp36389_c0,2813.81,87,109,112,130,140,83.63,115.03,102.67,111,94,154,85
comp3639_c0,619,7,14,9,0,0,4,0,0,5,0,0,4
comp36390_c0,309,3,6,6,13,11,18,8,13,23,10,18,6
comp36392_c0,434.61,14,9,12.04,13,6,13.04,14,14,16,12,10,11
comp36393_c0,1644,54.04,22,45,21,42,20,48,19,42,19,55,21
comp363930_c0,305,1,0,2,5,0,0,0,1,1,0,0,0
comp36394_c0,567,2,4,7.48,3.14,3,1.02,0,7,3,1,5,6
comp36396_c0,314,20,7,32,5,12,40.03,9.97,31,30,5,23.14,52
comp36397_c0,1016,4019.69,2470.82,2779.66,2625.25,2697.88,2544.2,2941.12,2550.73,2668.15,3004.28,2643.69,2401.65
comp363973_c0,411,1,0,6,4,1,2,0,0,0,1,1,0
comp36398_c0,378,3,4,8,4,3,5,2,3,0,1,7,3
comp36399_c0,327.21,22,93,132,29,24,21,109,26,27,31,150,160
comp3640_c0,474,1,3,6,7,3,1,3,5,1,1,0,1
comp36400_c0,486,2,1,1,1,1,0,1,2,2,2,0,0
comp36401_c0,391,64.97,62.15,73,74,78,76.46,86.61,74.98,62.52,71.99,49.99,53
comp36402_c0,519,20,18,13,13,19,14,15,20.74,15.05,21.46,12,9
comp36403_c0,1095,7,6,8,6,4.02,3,4,7,6,1,3,2
comp36404_c0,399,11,2,0,5,5,2,11.99,0,4,5,3,1
comp36405_c0,497,4,11,9.98,4,11,5,10,8,9,3,4.89,7
comp364068_c0,431,1,1,0,3,1,2,0,2,0,1,1,0
comp36407_c0,435,5,9,4,8,4,5,10.83,3,3,5,8,6
comp36409_c0,483.57,6,14,2,3,6,2,6,5,2,4,2,4
comp3641_c0,679,11,0,9,0,20.08,1,14.98,1,9,0,15,4
comp36410_c0,305,7,6,3,1,10,5,2,9,7,2,4,10
comp36411_c0,1083,230,194,218,234.92,231,235,245,261.07,200,293,174.97,210
comp36412_c0,501,3,6,3,10,2,4,10,5,5,6,8,7
comp364127_c0,462,1,4,1,1,0,0,0,1,2,0,1,1
comp36414_c0,513.56,8,4,3,4,2,4,1,2,2,9,3,13
comp364141_c0,333,0,2,2,0,1,2,0,0,0,0,0,2
comp364144_c0,455,3,1,4,1,4,1,4,1,2.14,3,1,6
comp36415_c0,1121,22,41,10,29,22,19,9,24,14,10,24,17
comp36416_c0,2391,45,49,49,26,31,35,21,32,14,20,55,66
comp364162_c0,363,0,4,2,1,0.68,0,1,1,0,0,0,1
comp36417_c0,551,17,2,5,3,4,6,6,5.06,3.96,13,12,10
comp36417_c1,559,6,5,8,8.04,10,17,3,5,6,8,10,8
comp36418_c0,370,18,0,54,18,20,14,38,3,1,0,0,0
comp36419_c0,1168,58,18,30,15,19,7,20,27,19,7,12,5
comp36420_c0,532,17,17,1,19,0,1,5,17,0,13,3,4
comp364203_c0,356,3,1,3,1,0,0,2,2,0,0,2,1
comp36421_c0,778,57,46,24,11,20,5,27,22,22,11,15,3
comp364223_c0,318,0,0,0,1,0,1,1,1,0,0,0,0
comp364224_c0,399,1,1,5,1,3,1,0,8,0,3,7,1
comp364236_c0,315,1,1,1,2,1,0,0,0,0,2,1,2
comp36424_c0,391,3,13,28,29,14.06,12,24,5.02,3,23.01,19,25
comp36425_c0,456,70.37,6,2,11.03,17,10,9,11,9,4,12.94,43
comp36426_c0,555,23,8,17,8,21,5,27,13,16,17,20,5
comp36427_c0,839,14.86,4,9,4.63,8,9,7,9,15,1,14,9
comp364274_c0,316,0,0,1,3,3,4,2,5,7,0,1,0
comp36428_c0,660.37,14,24,24,15,19,19,15,26,18,12,28,23
comp36429_c0,1502,24,17,25,20,22,17,11,25,19,13,12,13
comp36431_c0,542,5,1,8,5,6,0,8,4,1,2,5,0
comp36433_c0,698,22,17,12,11,8,16,6,16,13,8,6,23
comp36435_c0,476,53,23,48,25,32.79,33.55,44,33,34,39,46,24
comp364352_c0,418,2,0,1,0,3,0,0,2,0,1,0,3
comp36436_c0,482,24,10,12,15,17,16,7,11,8,16,23,10
comp36437_c0,961,14,6,5,12,11,8,20,7,22,8,6,8
comp36439_c0,639,1,12,14,10,4,10,7,14,2,9.74,8,0
comp36440_c0,817,7,7,8,5,8,5,6,8,4,5,8,5
comp36441_c0,390,3,10,11,11,2,7,3,8,8,2,3,4
comp364413_c0,302,2,0,1,3,0,3,0,0,0,0,0,0
comp36442_c0,920.42,182,173,123,138,133,149,113,181,145,228,117,180
comp364425_c0,351,1,1,2,0,1,1,1,0,2,1,1,0
comp36444_c0,461,5,4,4,3,5,3,0,1,1,1,2,2
comp364440_c0,605,4,5,0,1,2,0,19,5,0,4,4,5
comp36445_c0,345,4,2,2,2,13,10,4,6,1,12,1,6
comp36447_c0,306,38.2,13,9,15,14.82,19,31,19.11,19,6,33.85,16
comp364471_c0,521,2,3,1,1,0,0,0,0,0,0,0,1
comp36448_c0,1724.9,83,60,103,67,88,57,72,52,59,51,113,88
comp36450_c0,542,1,4,6,3,11,3,1,3,1,13,3,0
comp36451_c0,717,0,11,10,12,4,20.88,14,3,7,6,4,1
comp36452_c0,413,9,19,11,17.32,11,10,13,10,10,9,13.83,6
comp36454_c0,510,11.01,7.02,15,5,10.01,14,6.58,12.86,14,8,6,12
comp36455_c0,2094,33,17,15,26,12,26,9,19,14,13,40,51
comp364564_c0,363,3,2,2,0,3,2,1,1,2,1,1,2
comp36457_c0,1815,18,34,23,18,10,33,3,14,17,13,9,22
comp36458_c0,601,3,4,8,11,2,7,10,5,3,2,5,4
comp36459_c0,1022,14,17,15,14,21,18,9,11,15,9,14,18
comp3646_c0,331,1,3,3,0,5,0,4,0,0,1,5,1
comp36460_c0,1756,1162.01,622.05,984,746.81,773.75,742.99,872.99,808.36,753.25,737.05,894,748.65
comp36461_c0,435,1,7,7,1,2,2,1,10,4,3,0,10
comp36462_c0,404.97,64,34,37,51,67,49,107,49,57.01,40,40,60
comp364628_c0,379,5,0,3,0,4,1,1,0,0,0,2,1
comp36463_c0,486.82,108.26,61,53,68,33.62,69.25,140,45,73,39,59,48.01
comp36464_c0,1694,70,54,78,56,42,53,29,57,52,39,65,56
comp36466_c0,1720,60,31,35,31,25,17,25,28,31,26,32,23
comp364662_c0,708,2,3,5,5,0,1,1,3,0,0,3,2
comp36467_c0,740,103,61.84,83,91,127,122,93,130,136,110,123,102
comp36468_c0,819,4,17,10,2,7,10,9,5,12,3,17,7
comp3647_c0,438,1,1,6,2,3,0,3,3,4,0,3,3
comp36470_c0,1183.66,57,34,31,29.39,54,44,16,46,51,41,59.9,49
comp36472_c0,566,5,4,4,5,5,3,2,4,1,4,0,4
comp364727_c0,335,1,0,6,0,2,0,2,0,0,0,2,0
comp36473_c0,1029,104,63.25,73,55,36.95,65,29,57,38,33,112,91
comp36474_c0,1309,6,15,4,6,8,8,8,9,1,4,8,16
comp36475_c0,653.79,35.02,17,43,10,30,38,25,9,25,24.82,16,9.03
comp36476_c0,1095.23,65,103.07,91,116,71,98,51,136,97,92,104,104
comp36478_c0,354,8,5,4,8,1,8,9,6,12,10,11,7
comp364784_c0,367,2,0,1,2,1,2,0,1,1,1,2,2
comp364786_c0,566,2,5,1,1,5,4,2,0,3,4,0,0
comp36479_c0,3582.7,200.98,98,164,169.26,110,185,68.07,157.85,111,123,130,199
comp36480_c0,361,5,1,2,0,7.4,3,4,9,7,1,4,7
comp36482_c0,458.16,3,12,3,14,3,8,9,10,7,4,7,5
comp36483_c0,317,2,1,2,0,6,7,0,3,0,1,0,1
comp36484_c0,553,4851.14,3406,3285,3604.03,3744,3706.97,3674.85,3851.85,3942,4221,4819.24,3488.14
comp36485_c0,435,20,13,29,22,34,29,16,25,9,18,16,28
comp36486_c0,333,2,1,1,1,2,0,0,0,2,1,3,0
comp36488_c0,367,44.05,38,35,38.55,35,36,30,22.01,41,1,50,31
comp36490_c0,1494,6,344.94,5,138,19,249,0,123,16,44,9,6
comp36492_c0,308,1,8,1,0,0,2,0,1,0,0,0,5
comp36493_c0,523,7,11,6,11,7,2,9,11,12,3,7,9
comp364934_c0,396,2,2,3,1,1,1,0,1,3,2,2,0
comp36494_c0,480,7,1,1,4,1,2,0,3,0,0,0,4
comp36495_c0,343,7,10,4,2,13,12,6,10,8,8,8,5
comp36496_c0,551,27,15,27,28,20,38,31,34,12,19,30,23
comp36497_c0,522,4,17,22,16,10,13,5,12,20,3,10,24
comp36499_c0,542,21,5,8,9,8,20,6.98,14,12,18,28,19
comp36500_c0,576,16,30.95,26.61,9.18,22,29,9,18,34,9,8,29
comp365034_c0,363,5,2,2,1,2,4,1,1,3,0,0,0
comp36504_c0,903,27,13,15,18,9,10,0,10,11,8,10,10
comp36506_c0,341,0,11.84,6,2,10,3,2,2,7,0,3,6
comp36506_c1,447,1,3,10,4.94,3.08,3,3.08,0,3,8,11,3.99
comp36507_c0,555,7,8,8,6,10,8,3,10,6,9,4,4
comp36508_c0,427,4,7,1,6,0,0,1,3,2,2,7,0
comp36509_c0,573,2,4,2,3,3,3,4,4,5,6,0,4
comp365095_c0,309,0,0,1,0,0,0,0,1,2,0,0,3
comp365096_c0,350,2,2,3,0,0,1,0,0,0,0,0,0
comp36510_c0,368,26,15,18,20,11,29.74,16.88,13.09,22.95,23.17,29.4,28.61
comp36511_c0,872,1,13,8,6,3,7.71,2,8.71,3.01,6,7,4
comp36512_c0,341,0,0,2,1,0,0,0,0,0,0,1,0
comp365125_c0,545,1,2,3,5,0,5,3,0,2,1,1,6
comp36513_c0,722,4,3,6,8,19,8,7,4.94,10,8,6.11,10.99
comp365131_c0,366,0,1,0,4,0,0,0,0,1,0,1,0
comp36515_c0,1362,36,19,24,17,19,15,8,33,10,16,21,16
comp36516_c0,608,9,6,5,2,3,8,6,7,2.99,4,0,5
comp365163_c0,362,4,0,0,0,0,0,2,0,0,1,0,0
comp36517_c0,899,42,28,48,25,20,18,17,18,19,12,25,13
comp36518_c0,389,44.1,99.11,82.11,79.6,38.86,138.38,21.46,37.96,58,131.52,41.82,57.01
comp3652_c0,447,2,1,1,3,5,0,2,2,2,3,2.93,2
comp365218_c0,311,0,0,5,0,0,0,1,0,0,2,0,0
comp36523_c0,1472,65.99,53,47,44,43,33,30,35,28,22,62,58
comp36524_c0,339,6,5,19,0,6,5,7,4,1,9,7,13
comp36526_c0,694.14,4,3,7,9,7,4,4,6,9,4,4,10
comp36527_c0,697,57,50,53.95,54,49.98,64.1,45.99,57,51,38,58.01,63
comp36528_c0,452,20,4,12.91,11,4,5,15,17,6.94,14,0,9
comp365292_c0,331,2,4,2,0,0,0,0,0,0,2,0,0
comp36530_c0,320,15,8,16,8,15,13,7,13,10,12,11,18
comp365304_c0,450,3,1,2,0,3,1,1,0,3,1,2,2
comp36531_c0,516,7,2,1.95,3,6,8,4,2,2,1,4,3
comp36532_c0,1990,424,345,345,312,300,334.11,284,377.99,334.17,274,296.04,296
comp36533_c0,385,5,10,11,24,3,11,8,27,11,8,3,11
comp365335_c0,364,5,2,0,0,1,2,0,3,3,1,0,3
comp36534_c0,974,1,14,10,20,15,0,17,9,1,10,1,5.95
comp365343_c0,343,1,1,4,2,0,1,1,0,2,0,0,0
comp36535_c0,813.19,39,33,24,53.01,31.01,26.31,28,41,31,28,10.02,21
comp36536_c0,812,12,14,8,11,10,5,3,8,7,8,12,7
comp36537_c0,314.74,5,0,6,0,1,1,2,1,3,0,2,5
comp36538_c0,1861,45,57,30,34,48,59,16,21,22,24,27,23
comp3654_c0,346,1,1,1,1,1,1,1,1,2,0,2,0
comp365404_c0,603,7,3,2,2,3,1,0,4,4,2,5,0
comp36541_c0,943,25,8,8,8,27,11,43,28,24,20,14,9
comp36542_c0,2081.68,245.44,183.03,144,142,143.07,179.99,261.95,123.04,200.01,207.57,211.28,219.42
comp365428_c0,486,2,1,1,3,0,0,0,1,3,2,1,1
comp36543_c0,458,8,4.09,9,10,5,4,5,4,7,2,17,11
comp36544_c0,317,2,2,4,0,0,0,4,0,1,0,4,0
comp365442_c0,312,1,0,0,1,0,0,1,1,1,0,0,0
comp36545_c0,792.2,204,187,162.96,190,97,122,29,117.38,96,120,232,275
comp36546_c0,566,41,47.99,58.84,41.07,5.79,30.95,44,61.45,25,36.94,52.7,1
comp36547_c0,874,24,14,12,11,14,17,10,13,10,13,30,27
comp36548_c0,352,3,9,1,6,5,8,1,4,6,4,5,8
comp36549_c0,598,65,33.33,60,41,63,63.97,29,79.08,60.97,50.04,72.73,53.25
comp365496_c0,367,2,1,4,0,2,7,1,5,2,1,4,0
comp36552_c0,990,5.89,16,51,3,61,26.14,5,10,35.99,18.04,17,9
comp365524_c0,307,2,1,2,1,2,1,1,0,1,2,0,0
comp365553_c0,377,0,1,5,1,4,1,0,0,2,0,0,0
comp36556_c0,480,23,20,11,25,19,20,20,27,15,37,19,22
comp365572_c0,328,4,0,0,0,0,0,2,1,0,0,0,0
comp36558_c0,813,48,26,19.94,19,33,30,4,16,29,33,33,26
comp36559_c0,532,28,29,35,33,26,43,16,24,29,31,45,53
comp36561_c0,424,0,9,7,6,0,19,10,4,0,0,0,0
comp36562_c0,1020,13,18,25,19,16,10,9,9,21,25,14,8
comp36563_c0,435,7,1,1,14,11,10,6,5,7,10,5,6
comp36564_c0,516,10,5,0,5,5,4,0,4.01,6,8,0,11
comp36565_c0,345,0,5,0,0,4,9.98,2,6,5,3,4,6
comp36566_c0,422,6,14,12,11,3,10,5,14,7,8,15,11
comp36567_c0,310,8,8,4,10,4,9,13,3,9,9,8.46,4
comp36568_c0,756,234.12,95.99,126,164.11,51.01,185,66,302,57.01,117.19,121,155.58
comp36569_c0,1014,15,5,27,13,16,1,15,6,3.99,6,14,5
comp36570_c0,671,5,4,1,6,3.01,15,2,10,6,11,7.95,9
comp36571_c0,398,21,63,56,23,44,62,15.13,33,39,26,23,13
comp36572_c0,929,17,14,14,11,11,9,4,6,8,8,19,11
comp365728_c0,396,2,3,3,0,2,0,0,2,2,0,0,0
comp36573_c0,343,35.09,15,8,15,26,12,11,24.25,17,26,18.96,24.56
comp36574_c0,364.56,4,3,1,3,5,6,2,1,0,4,1,1
comp36575_c0,483,17,20,11,14,10,22,13,22,23,11,8,13
comp36576_c0,627,5,2,4,5.08,2,4,2,3,2,1,5,6
comp36577_c0,1215.75,33,24,31,21,31,30,32,25,17,7,19,9
comp36578_c0,823,127,137,129,174,96,185.25,142,169,147,176,184,135
comp365780_c0,328,1,2,0,1,0,0,0,0,2,0,0,0
comp3658_c0,1473,29,15,17,10,19,8,1,14,6,1,14,3
comp36580_c0,1376.03,29.01,10,2,9,7,2,1,6,17,14,1,14
comp365821_c0,379,0,3,2,1,0,0,0,2,0,0,0,0
comp36583_c0,591,8,10,11,8,4,6,5,4,9,2,8.22,8
comp36584_c0,869,2,5,14,16,0,4,6,1,5,0,5,0
comp365859_c0,375,5,0,0,1,0,0,0,0,2,0,0,0
comp36586_c0,1632,18,7,16,27,12,13,10,24,7,4,27,23
comp36588_c0,671,95,221,34,111,21,48,73,72,33,135,34,15
comp36589_c0,312,0,5.63,2,4,5,1,2,0,1,1,1,0
comp365896_c0,450,0,0,0,11,0,2,0,0,0,4,0,0
comp365897_c0,347,1,2,0,2,0,3,1,0,1,0,1,0.99
comp3659_c0,364,1,2,4,3,2,2,0,4,1,2,1,0
comp365904_c0,326,0,1,0,2,0,0,0,1,1,0,0,0
comp36591_c0,469,4.01,6,13,8,13.02,10,7,3,11,2,10,3
comp36592_c0,390,10,3,8,11,3,1,5,2,2,3,8,11
comp36594_c0,711,11,9,11,5,8,10,10,9,4,3,10,7
comp36596_c0,558,38,36,39,39,42,47,53,50.98,40,50,41,33
comp36597_c0,549,5,13,3,16,3,3,2,7,6,2,10,16
comp365978_c0,785,2,6,7,2,2,1,1,0,1,0,3,1
comp365980_c0,460,2,2,1,1,0,4,0,1,2,2,5,2
comp36600_c0,670,11,4,101,22,9,15,66,24,5,2,63,7
comp36603_c0,748,6,1,9,0,1,0,0,4,1,0,1,1
comp366043_c0,383,0,1,2,2,1,0,3,1,2,1,3,0
comp36605_c0,533,6,7,8,8,6,10,5,6,5,2,5,8
comp366053_c0,511,2,2,5,1,1,0,1,0,0,1,0,2
comp36606_c0,416,44,23,60,55,44,51,52,95,44,53,53,47
comp366079_c0,556,2,0,3,1,2,3,0,2,0,1,4,3
comp36608_c0,1293,47,39,35,24,15,26,20,21,14,15,20,9
comp3661_c0,496,1,2,8,3,5,2,1,3,2,1,3,1
comp36610_c0,540,82.01,93,88,90,68,73,129,79,104,73.89,83.96,66
comp36612_c0,969,15,22,14,14,13,8,7,13,10,7,25,17
comp36613_c0,526,6,7,4,4,0,3,7,3,2,0,3,0
comp36614_c0,622,79.46,46,44.01,49,46.92,55,80,63,65,50,34,56.33
comp36615_c0,1100,11,17,10,24,9,26,11,27,6,26,14,16
comp36616_c0,645,61.98,34,32.96,44,55.1,64.01,41,51.64,78,47,35,40
comp36617_c0,409,2,2,0,0,0,0,2,0,4,0,1,0
comp36618_c0,373,2,18,12,16,13,11,7,4,7,7,15,26
comp36619_c0,1008.61,16,19,14,40,7,13,12,9,14,8,8,23
comp3662_c0,456,4,1,2,1,1,1,2,0,1,0,1,0
comp36620_c0,558,7,4,3,3,7.75,0.32,9,2.3,9.68,4,11,2
comp366207_c0,382,0,5,3,0,2,7,0,7,2,2,5,1
comp36621_c0,837,10,4,7,5,2,15,7,1,6,2,1,15
comp366218_c0,312,0,0,0,1,0,1,4,0,0,0,0,0
comp36622_c0,441,2,4,15,3,1,1,7,9,9,0,4,6
comp366227_c0,683,6,3,2,6,5,1,2,2,2,3,5,3
comp366235_c0,317,2,1,0,1,0,0,0,0,3,0,0,0
comp36625_c0,608,9,4,18.98,13,13,8,2,9,10.01,17,8,16.82
comp366255_c0,447,0,2,2,0,1,0,0,0,0,0,0,0
comp36626_c0,567.36,61,48.97,26,26,15,33,6,40,30,72,27,20
comp36627_c0,863,21,23,14,15,7,14,7,7,9,5,22,15
comp366273_c0,518,1,3,3,3,0,1,1,1,0,2,3,0
comp366276_c0,455,1,2,3,2,2,1,1,1,7,5,1,2
comp36628_c0,524,11,2,2,3,3,2,3,2,3,3,6,4
comp36632_c0,405,102.15,64,87,72,95,95,107,87,152,80,65,55
comp366332_c0,348,1,0,4,0,1,1,0,0,3,0,2,2
comp36635_c0,905,12,30,19,22,10,28,28.98,60,4,36,16,36
comp36636_c0,327,2,0,0,3,2,12,0,1,1,2,0,1
comp36637_c0,340,3,2,15,11,13,6,7,19,8.01,7,9,7.05
comp36638_c0,609.18,26,13,10,4,9,7,10.92,8.01,9,7,9,7
comp366384_c0,305,0,0,5,1,3,0,0,1,2,0,0,0
comp36639_c0,342,25,20.99,42,22,15,31,21,19,24,12,26.15,19
comp3664_c0,320,0,0,3,1,2,0,0,0,0,0,0,0
comp36640_c0,633.34,9.02,0,6,10,9,8,5,12,5,7,6,10
comp366428_c0,378,3,2,3,0,1,0,0,0,3,0,1,0
comp366438_c0,733,3,3,4,1,0,0,2,0,1,2,1,3
comp36644_c0,346,12,4,17,5,13.99,16,6,11,18,11,19,7
comp36645_c0,503,24,15,37,18,18,17,14,24,16,15,26,28
comp36646_c0,905,5,3,19,5,7,10,5,3,6,2,9,5
comp366464_c0,461,0,3,1,2,0,0,0,0,1,2,0,0
comp366466_c0,346,0,0,2,2,0,3,1,0,0,0,0,0
comp36647_c0,472,2,4,8.16,3,6,6,10,4,10,1,3,1
comp36650_c0,425,4,6,6,8,2,4,15,2,3,10,2,5
comp36651_c0,1076,43,33,41,39,36,39,14,29,26,28,37,42
comp366513_c0,402,0,4,1,2,0,0,2,2,1,1,2,2
comp36652_c0,476.5,0,4,5,7,3,4,3,3,3,4,2,4
comp36653_c0,691,2,6,13,8,3,2,3,5,6,2,5,9
comp36654_c0,643,321.68,325.96,310.94,501.98,309,377.86,225,478.27,287.14,529.93,315,412
comp366545_c0,392,0,1,3,1,3,1,1,0,1,0,0,1
comp36655_c0,809,5,3,3,5,3,3,1,2,6,0,1,0
comp366558_c0,768,3,4,4,3,0,0,5,6,3,1,1.1,1.27
comp36656_c0,458,2,5,2,2,1,2,0,2,2,1,0,1
comp36657_c0,550,14,8,5,5,10.58,3,8,2,9,6,3,3
comp366577_c0,562,1,0,6,0,0,3,3,0,2,2,0,1
comp36658_c0,479.28,56,31,46,36,25,49,39,40,36,34,26,44
comp36659_c0,479,7,10,14,7,5.49,10,5,13,9,9,7.23,13
comp3666_c0,924,2,7,4,9,1,2,2,0,2,5,3,3
comp366601_c0,430,5,2,0,0,2,1,0,2,2,2,1,1
comp36662_c0,649.2,7,21,29,21,12,22,20,25,7,14,15,15
comp36663_c0,1547.95,140,131,110.69,93,75,90,64,74,75,73,103,66
comp36664_c0,918,36,32,33,38,14,13,16,7,19,21,17,15
comp36665_c0,500,20.06,33,34,34,19,48,13,47.05,25,28,33,0
comp36666_c0,386,5,5.97,0,7,6,9,2,3,3,0,16,4
comp36668_c0,700,180,197.98,160.02,175.73,236,127,242,226,164,231,151.53,255
comp36669_c0,582,20.07,19,6,11,31,12,11,3,17,11,4,16
comp36670_c0,379,4,1,9,2,1,2,3,2,2,0,4,0
comp36671_c0,399,7,0,6,4,1,0,1,3,6,6,6,4
comp36673_c0,338,7,6,2,3,1,3,3,0,2,2,1,2
comp36674_c0,365,66,38,34.79,30,39,39,64.01,23.77,59,30,38,36
comp36675_c0,332,25,16,18,19,12,4,16,9.01,26,22,15,6
comp36676_c0,439.87,11,5,18,8,4,14,12.99,4,14,16,14,16
comp36677_c0,597,3,2,3,3,1,2,3,3,1,0,2,4
comp36678_c0,752,11,8,7,5,2,7,4,2,10,3,4,2
comp366786_c0,351,3,0,0,5,0,0,0,2,3,0,1,0
comp36679_c0,355,12,19,20,19,18,17,8,15,15,11,20,25.84
comp366795_c0,353,2,3,0,0,2,2,0,1,0,0,2,0
comp36680_c0,549,13,4,13.89,22,4,16,17,16,16,7,11,20
comp366807_c0,376,2,3,1,1,0,0,1,0,0,0,0,0
comp36681_c0,326,18,5,9.01,11,8,19.97,5,4,7.01,8,11.98,12
comp36682_c0,404,19,34,29,44,23,33,35,31,22,16,49,43
comp36683_c0,367,14,18,25,16.02,7,10.05,14,12,16.01,8,10.98,14
comp36686_c0,351,5,0,3,1,0,1,0.32,1,2,2,0,3
comp36687_c0,706,829.06,189,210,152.04,205,228.2,650,92,74,158,318,160
comp36688_c0,427,36,35.26,43.59,51.98,43.63,38.81,42,60,58.95,38,44,51.03
comp366881_c0,432,1,2,1,1,0,2,0,1,0,2,0,0
comp366887_c0,507,6,0,0,4,0,1,0,3,0,2,1,1
comp366889_c0,324,1,2,2,1,2,0,0,0,3,0,2,2
comp36689_c0,831,10,29,23,29,20,16.02,10,22,10,21,15,26
comp366890_c0,335,0,4,0,0,0,0,0,0,0,0,0,0
comp36691_c0,1272,192,199,155,126,138,216,136,195,137,185,117,113
comp36692_c0,626,15,15,9,18,18,11,7,15.92,13,14,14,16
comp36693_c0,380,3,1,5.03,10,4,6,2,2,4,3,9,7
comp36694_c0,1379,19,9,17,10,7,9,4,5,11.99,7,8,7
comp36696_c0,344,0,1.91,0,1,1,2,0,3.98,0,1,1,2
comp36698_c0,434,0,0,5,2,1,0,1,1,0,0,1,0
comp366983_c0,439,0,3,2,1,0,0,1,1,0,0,0,0
comp366993_c0,315,0,0,0,0,0,2,0,1,0,0,1,4
comp36702_c0,1169.71,185,142,190,141,159,157,107,138,123,116,228,184
comp36703_c0,454,6,4,7,4,5,6.2,3,2,3,0,5.65,11
comp36704_c0,488,1,5,3,3,1,1,1,1,1,0,4,2
comp367068_c0,314,2,0,1,0,1,0,0,0,0,0,0,0
comp36708_c0,536.68,123,52,111,39,97,55,75,68,70,76,90,57
comp367084_c0,350,3,0,0,2,0,0,1,0,3,1,1,1
comp36709_c0,405,4,5,3,7,2,1,3,4,1,0,0,2
comp36710_c0,323,6,3,3,4,6,3,2,1,5,1,1,0
comp367102_c0,666,0,3,5,1,9,2,3,4,5,1,7,10
comp367107_c0,345,1,3,0,1,0,0,1,0,0,0,1,2
comp36711_c0,310,36,28,40,38,30,45,15,41,28,38,44,30
comp36712_c0,453,0,5,3,6,1,3,1,0,2,0,2,10
comp36713_c0,834,86,128,96.74,154,62.06,135,129,111,89.93,93,93,92
comp36714_c0,338,5,0,5,0,0.8,0,4,0,0,0,1.01,4
comp36716_c0,584.61,46.99,68.99,71,43,42,56,77.55,54.03,55.05,59,52,32.66
comp36717_c0,323,0.64,0,1,1,0,0,0,0,0,0,1,0
comp36718_c0,387,7,10,15,6,5,12,0,12.95,5,2,8,11
comp36719_c0,770,13,0,6,22,3.03,35,1,13,2,1,1,17
comp3672_c0,499,7,1,6,4,3,1,2,1,0,0,6,3
comp36721_c0,1080,147.99,234,226,226,37,170.4,31.06,129.99,91,177.99,147.2,162.01
comp36723_c0,394,3,2,4,3,2,5,5,2.99,0.98,2,2,7
comp367236_c0,324,0,1,0,4,0,0,0,0,0,1,1,1
comp36724_c0,499,9,15.77,8,8,5,13.99,2,9,2,3,8.08,9.71
comp36725_c0,653,7,14,10,10.01,12,5,3.81,11,5,3,6,7
comp367250_c0,312,0,2,1,2,0,0,0,0,2,0,0,0
comp36727_c0,317,5,9,2,2,5,8,5,5,1,5,5,4
comp3673_c0,618,14,1,6,1,6,4,2,0,1,2,2,0
comp36730_c0,848,89,88,101,59,71.14,68,41.32,102,83,102,60.57,37
comp36731_c0,478,11,4,5,6,5,7,0,1,0,2,4,6
comp36733_c0,383,16,14,22,13,29,23,9,15,14,16,15,9
comp367339_c0,365,1,4,4,0,0,0,0,0,0,0,1,1
